ID,Prediction
112175,Discontinued in Phase 3
10130,Approved
142344,Approved
185022,Phase 2
58218,Phase 2
54311,Phase 2
48970,Approved
179558,Phase 2
88828,Terminated
53623,Phase 2
32817,Phase 2
20604,Phase 2
173983,Phase 2
181428,Phase 2
67230,Investigative
132349,Approved
181260,Approved
158509,Phase 2
131828,Discontinued in Phase 1
125926,Investigative
104817,Discontinued in Phase 3
23151,Phase 2
179403,Phase 2
83397,Phase 2
166894,Investigative
235,Phase 2
94684,Phase 2
145681,Patented
55749,Phase 2
99332,Phase 2
59161,Phase 1
35023,Phase 2
130224,Phase 2
72003,Phase 1
179542,Phase 1/2
143972,Phase 1
6,Approved
27865,Phase 2
98585,Phase 2
80387,Phase 2
67043,Phase 2
92348,Phase 3
129344,Phase 2
91571,Approved
109280,Phase 2
42700,Approved
87885,Phase 1/2
187373,Phase 2
90239,Phase 3
115872,Phase 2
143157,Phase 3
126584,Discontinued in Phase 3
12835,Phase 2
160456,Phase 2
126388,Investigative
175277,Discontinued in Phase 1
24912,Phase 2
70214,Phase 2
85364,Investigative
44607,Phase 2
92924,Phase 2
41867,Approved
122081,Phase 3
165594,Phase 1
124112,Phase 2
182729,Phase 2
22832,Approved
15536,Phase 2
20771,Investigative
134695,Phase 2
88453,Phase 2
70839,Phase 2
146661,Phase 2
154091,Phase 2
119331,Phase 3
191472,Phase 1
125304,Phase 3
78198,Phase 2
165065,Phase 3
141550,Approved
168044,Phase 2
37748,Phase 2
32955,Phase 2
143091,Phase 1
58875,Phase 1
56982,Phase 2
94506,Phase 2
148425,Phase 2
122086,Approved
142356,Approved
86078,Phase 2
67717,Terminated
192048,Phase 2
166316,Phase 2
3627,Investigative
86412,Phase 2
31010,Phase 1
47339,Phase 2
160766,Phase 1
178070,Phase 2
100799,Phase 3
135055,Phase 2
32732,Phase 2
117831,Phase 2
142387,Phase 2
41715,Approved
74155,Approved
14509,Phase 2
19539,Phase 2
126939,Approved
174782,Approved
87329,Phase 1/2
157699,Investigative
96574,Phase 3
14909,Phase 2
103270,Discontinued in Phase 2
127377,Phase 1
57788,Phase 1
168734,Phase 2
41595,Phase 2
17247,Phase 1
144165,Phase 1
52088,Phase 2
179928,Phase 2
140825,Phase 3
34785,Phase 2
120829,Phase 2
187992,Phase 1
130353,Phase 2
111425,Phase 2
111893,Discontinued in Phase 3
166029,Approved
186429,Phase 1
151440,Phase 1
185252,Phase 1/2
5670,Phase 2
146635,Phase 1
45969,Phase 2
120366,Phase 2
148225,Phase 3
179000,Phase 2
162859,Approved
61893,Phase 3
78874,Phase 2
135424,Phase 2
179554,Phase 2
149092,Phase 1
77411,Phase 2
144191,Phase 1/2
133228,Discontinued in Phase 2
35331,Phase 2
126969,Phase 2
144984,Phase 2
89914,Phase 1
131549,Phase 2
172101,Phase 2
148041,Phase 3
46997,Phase 2
98808,Approved
43146,Phase 2
66137,Phase 3
112697,Discontinued in Phase 3
180294,Phase 2
12550,Phase 1
155571,Phase 2
27026,Phase 2
29244,Approved
19710,Patented
82907,Approved
7942,Approved
110171,Approved
14749,Phase 1
4742,Phase 2
132032,Approved
89564,Phase 1
183141,Patented
120058,Discontinued in Phase 2
168856,Phase 2/3
131012,Approved
94312,Phase 2
87653,Approved
147612,Phase 3
49271,Phase 2
49080,Phase 2
7941,Approved
176036,Phase 2
59785,Phase 2
47618,Discontinued in Phase 3
49689,Discontinued in Phase 3
131551,Approved
18125,Phase 1
191833,Phase 1
12914,Phase 2
51358,Phase 2
64216,Phase 1
96865,Approved
135397,Phase 2
149886,Investigative
57277,Phase 3
48570,Phase 2
1948,Phase 2
97593,Approved
149207,Investigative
52128,Phase 3
33604,Phase 2
119724,Approved
122618,Phase 2
119377,Approved
36652,Phase 2
93710,Phase 2
22884,Discontinued in Phase 3
191345,Phase 3
113016,Phase 2
145070,Phase 2
2126,Phase 2
38114,Phase 2
162981,Approved
148886,Phase 3
23811,Phase 2
178031,Phase 2
26151,Phase 2
165273,Phase 1
83182,Phase 1
22787,Investigative
171228,Phase 2
188172,Investigative
29183,Phase 3
120309,Terminated
73026,Phase 2
50819,Approved
112924,Phase 1
82829,Approved
383,Phase 2
131070,Phase 4
19985,Terminated
38976,Phase 2
2797,Phase 2
32628,Phase 2
102702,Approved
73562,Phase 2
91494,Phase 2
119670,Approved
59470,Patented
58003,Phase 2
142506,Phase 2
30931,Discontinued in Phase 2
100618,Terminated
122117,Phase 2
45286,Phase 2
113838,Phase 2
98906,Phase 2
171090,Phase 2
144669,Discontinued in Phase 2
105387,Investigative
23005,Phase 2
179129,Phase 2
108396,Phase 3
112355,Discontinued in Phase 3
191364,Phase 1
81588,Investigative
81457,Phase 1/2
143442,Phase 2
190751,Phase 3
122961,Phase 1
119846,Approved
6991,Phase 2
61351,Phase 2
191164,Phase 2
152756,Phase 1/2
95542,Phase 2
177791,Phase 2
14671,Phase 1
43091,Phase 2
169098,Discontinued in Phase 2
16170,Phase 2
95577,Phase 2
35038,Phase 2
299,Phase 3
36279,Phase 1
125901,Discontinued in Phase 3
73172,Investigative
178061,Phase 2
24333,Discontinued in Phase 1
30860,Phase 1
126177,Phase 3
73532,Phase 1
167960,Phase 2
131769,Approved
85355,Investigative
124331,Phase 2
190735,Phase 2
158939,IND submitted
43407,Phase 2
50535,Phase 2
28390,Phase 2
119632,Approved
179611,Phase 2
70536,Phase 3
153937,Phase 2
98459,Phase 3
58581,Phase 2
126580,Approved
161681,Phase 2
48635,Phase 3
70555,Approved
154676,Phase 2
412,Phase 2
65899,Discontinued in Phase 1
55854,Phase 3
51174,Approved
28394,Phase 2
166322,Phase 2
2939,Discontinued in Phase 2
164180,Phase 2
43829,Approved
53822,Approved
119744,Phase 2
44335,Phase 2
168539,Phase 2
26934,Phase 2
84104,Phase 1
192123,Terminated
167416,Discontinued in Phase 1
20486,Phase 1/2
113698,Approved
188648,Phase 2
183896,Phase 2
34687,Phase 2
191493,Approved
144223,Investigative
24935,Approved
174786,Approved
14822,Phase 2
19305,Phase 2
150585,Approved
52868,Phase 2
189159,Phase 2
30232,Investigative
129047,Investigative
17807,Phase 2
169210,Phase 1/2
93287,Phase 2
141523,Phase 1
93403,Phase 2
24093,Patented
47117,Approved
23547,Approved
40724,Phase 3
124365,Phase 2
26710,Phase 3
56175,Approved
172815,Phase 2
165623,Phase 2
170486,Phase 2
68391,Approved
2595,Discontinued in Phase 3
35208,Approved
72817,Phase 2
60496,Phase 2
167795,Phase 2
95363,Phase 2
8733,Phase 2
137748,Terminated
65337,Approved
55944,Discontinued in Phase 3
89820,Phase 3
62522,Phase 2/3
124397,Phase 2
35546,Approved
3565,Phase 2
46167,Phase 2
139969,Approved
159957,Phase 2
84088,Approved
102577,Phase 2
99672,Phase 2
176382,Phase 2
60847,Phase 1
28002,Phase 3
86849,Phase 2
153454,Approved
31294,Phase 1
188808,Phase 2
126467,Investigative
103365,Phase 2
17201,Phase 2
54229,Approved
11896,Approved
151285,Withdrawn from market
4720,Phase 1
21531,Approved
60692,Phase 2
1460,Phase 2
125351,Approved
12690,Phase 2
77029,Phase 2
42381,Phase 2
91345,Phase 2
185436,Investigative
157663,Phase 2
68133,Phase 3
168462,Discontinued in Phase 2
161325,Phase 2/3
189595,Phase 2
152253,Approved
57467,Phase 1
55992,Approved
148054,Phase 2
95545,Phase 2/3
185450,Approved
189045,Phase 2
103962,Phase 2
93802,Phase 1/2
144948,Phase 3
171550,Phase 2
114593,Phase 1
108171,Phase 2
110089,Phase 2
15156,Phase 1
128044,Terminated
158631,Phase 2
110045,Phase 2
156123,Phase 2
83194,Phase 2
23877,Discontinued in Phase 2
177372,Phase 2
80852,Phase 2
178002,Approved
168729,Phase 2
8600,Approved
73242,Approved
22993,Phase 2
97129,Phase 2
158740,Phase 2
158963,Phase 3
123927,Phase 1
166120,Phase 2
87051,Phase 2
66340,Approved
88131,Phase 2
119067,Approved
96328,Phase 3
47476,Phase 2
68675,Discontinued in Phase 2
163405,Approved
85294,Phase 3
127057,Phase 3
87393,Approved
79449,Discontinued in Phase 3
168053,Phase 2
56066,Approved
50307,Phase 2
117793,Phase 2
167437,Discontinued in Phase 2
122381,Phase 2
25876,Phase 2
69614,Phase 1
36922,Phase 2
116679,Phase 2
150104,Investigative
14571,Phase 2
15090,Phase 2
104376,Phase 1
122841,Approved
105626,Approved
122136,Phase 1
52455,Approved
58552,Phase 2
6662,Phase 1
84848,Phase 3
145268,Investigative
56925,Phase 2
172879,Phase 1/2
106944,Phase 1
32235,Phase 2
142668,Phase 3
141670,Approved
157832,Phase 2
170536,Phase 3
53229,Phase 2
96918,Phase 2
184395,Approved
155307,Discontinued in Phase 2
76164,Phase 3
92963,Phase 2
170832,Phase 1
116047,Phase 2
118950,Approved
40599,Phase 3
181981,Phase 2
91412,Phase 3
87994,Discontinued in Phase 2
112799,Discontinued in Phase 3
173734,Phase 2
15138,Phase 2
105363,Discontinued in Phase 2
114974,Patented
167732,Phase 2
149243,Phase 2
131898,Approved
180848,Investigative
77804,Phase 1
125108,Phase 2
39652,Approved
41476,Phase 1
93547,Phase 2
127503,Phase 2
28974,Phase 2
56513,Approved
167736,Phase 2
250,Phase 1
127821,Phase 3
60045,Investigative
167553,Preclinical
168560,Discontinued in Phase 1
151912,Approved
42450,Phase 2
137994,Phase 2
104180,Phase 2
2031,Phase 1/2
66813,Phase 1
73286,Phase 2
149369,Phase 2
114008,Approved
130406,Phase 2
106868,Investigative
35281,Phase 2
149513,Phase 3
100474,Phase 3
131737,Approved
107062,Phase 2
158163,Phase 1
121982,Phase 3
134792,Phase 2
56705,Phase 2
42549,Terminated
84324,Approved
71289,Phase 2
33508,Phase 2
127412,Discontinued in Phase 3
149756,Phase 1
12910,Phase 2
41530,Approved
89455,Phase 2
185090,Approved
175816,Phase 2/3
64998,Phase 3
89957,Discontinued in Phase 2
187774,Phase 1
167162,Phase 2
81317,Approved
29886,Phase 1
160924,Approved
157474,Phase 2
175750,Approved
52667,Approved
86429,Investigative
61108,Phase 2
46568,Approved
123230,Approved
152007,Withdrawn from market
103160,Approved
63490,Phase 2
50542,Phase 2
41301,Phase 2
190607,Phase 2
59810,Phase 2
31722,Phase 1
57571,Phase 1
83402,Phase 2
24132,Phase 2
6604,Phase 2
23488,Investigative
77479,Approved
158659,Phase 2
137618,Phase 1
69170,Approved
2392,Approved
63845,Phase 2
41667,Phase 2
81545,Approved
59448,Phase 2
156443,Phase 2
72570,Phase 2
52122,Approved
142217,Phase 1
162225,Phase 2/3
52253,Phase 2
153647,Phase 3
148703,Phase 1
152469,Investigative
144679,Phase 2
28766,Investigative
15447,Phase 3
91087,Phase 2
95086,Phase 2
43807,Phase 2
168622,Approved
43213,Approved
134434,Phase 2
14738,Phase 2
162222,Approved
70723,Phase 3
149133,Phase 3
35119,Phase 2
190285,Phase 2
182019,Phase 2
69829,Phase 2
22821,Phase 2
22724,Patented
29014,Phase 1
117907,Approved
40739,Phase 2
171978,Phase 2
162695,Phase 1
12878,Phase 2
126776,Discontinued in Phase 2
60921,Phase 2
148490,Patented
96208,Approved
37572,Phase 2
61861,Patented
155014,Phase 2
46290,Phase 1
155478,Phase 2
105708,Phase 2
6267,Phase 2
75701,Phase 2
59722,Patented
79046,Phase 2
190549,Phase 2
135918,Phase 1
132544,Approved
186082,Phase 2
178140,Phase 2
3237,Phase 1
15662,Phase 2
82831,Approved
105874,Phase 2
82349,Approved
21756,Phase 3
189296,Patented
49042,Phase 2
36095,Terminated
67244,Approved
84176,Approved
22678,Approved
151763,Phase 3
130815,Phase 2
50214,Investigative
14794,Phase 2
124913,Approved
20340,Phase 1
173132,Phase 2
48648,Approved
33389,Phase 1
84060,Approved
4012,Phase 2
56301,Phase 2
20332,Phase 1/2
139578,Phase 2
72212,Phase 2
32680,Phase 2
56698,Phase 2
179133,Phase 2
19119,Phase 2
9301,Phase 1/2
150469,Phase 2
177314,Phase 2
113882,Discontinued in Phase 3
115284,Phase 2
128915,Phase 3
71275,Phase 1
4150,Investigative
105079,Approved
58063,Phase 1
150220,Phase 2
24361,Approved
11705,Phase 2
66041,Terminated
109883,Terminated
58582,Phase 2
152399,Phase 2
134128,Phase 1
93120,Phase 2
142772,Investigative
24595,Phase 2
81826,Approved
185337,Phase 2
122881,Phase 2
109721,Discontinued in Phase 3
16340,Investigative
186588,Preregistration
105077,Phase 2
41427,Approved
186040,Phase 1
151301,Investigative
19413,Phase 2
119272,Approved
52516,Phase 2
147980,Phase 2
135610,Phase 2
166690,Phase 2
22089,Phase 2
140130,Phase 2
38603,Phase 3
185347,Phase 1/2
171999,Phase 2
189663,Phase 2
115014,Phase 2
72863,Phase 2
57730,Approved
133368,Discontinued in Phase 2
71091,Phase 2
176930,Phase 1
92800,Phase 2
26608,Phase 3
127555,Phase 2
84745,Phase 2
168900,Phase 2
104200,Phase 2
60872,Phase 2
115947,Phase 1
93196,Phase 2
121169,Approved
36121,Investigative
80140,Phase 2
30665,Investigative
114500,Phase 2
107595,Investigative
141586,Approved
82285,Approved
18689,Phase 2
48894,Approved
15124,Phase 2
115705,Phase 1
177214,Phase 2
45034,Phase 2
73495,Phase 2
65476,Approved
10462,Phase 1
82614,Phase 2
44828,Phase 2
8058,Approved
171351,Phase 2
128927,Phase 1
10576,Phase 2
104627,Phase 3
131157,Terminated
182499,Phase 2
26838,Phase 2
113858,Discontinued in Phase 3
95058,Phase 3
67224,Approved
81174,Phase 2
132305,Phase 2
150207,Approved
180930,Phase 2
143074,Discontinued in Phase 1
58835,Phase 2
34458,Phase 1
19744,Approved
163616,Approved
77075,Phase 2
21148,Phase 1
175300,Approved
36729,Phase 2
84237,Approved
81133,Phase 1/2
152957,Phase 1
38050,Phase 2
138369,Phase 2
26907,Phase 2
147203,Patented
93951,Phase 2
99502,Phase 2
162209,Discontinued in Phase 3
19132,Investigative
94184,Phase 2
109129,Approved
145308,Phase 2
102462,Phase 2
170270,Approved
184745,Phase 2
162529,Discontinued in Phase 2
114363,Phase 2
9049,Phase 2
67153,Phase 1
25137,Phase 2
65838,Discontinued in Phase 1
46767,Discontinued in Phase 2
20126,Approved
40358,Phase 2
166175,Phase 1
110720,Phase 2
67467,Phase 2
126808,Phase 2
4376,Phase 1
136805,Phase 3
62646,Approved
34365,Phase 1
66204,Approved
52742,Phase 2
61052,Phase 2
190698,Phase 3
114680,Phase 2
1817,Phase 1
127317,Phase 3
101959,Phase 1
8456,Phase 2
108957,Approved
156223,Phase 2
142978,Discontinued in Phase 1
158878,Phase 3
69023,Phase 3
101291,Approved
53874,Phase 2
190660,Phase 2
55057,Phase 2
156590,Phase 2
51113,Phase 2
47070,Phase 2
109759,Phase 2
133565,Approved
146500,Patented
17855,Phase 2
103469,Approved
143871,Phase 3
165002,Phase 1
85870,Phase 3
46127,Phase 2
177443,Phase 2
188826,Phase 3
69971,Phase 1
133062,Phase 2
70647,Investigative
158942,Approved
51706,Phase 3
81903,Phase 2
181904,Phase 2
80101,Phase 1
14029,Phase 2
24686,Phase 2
181924,Phase 2
171593,Phase 2
12809,Phase 2
74931,Discontinued in Phase 2
43974,Approved
39925,Phase 2
172546,Approved
111343,Phase 2
401,Phase 2
171017,Phase 2
28906,Investigative
10140,Approved
107694,Approved
78789,Phase 2
133613,Investigative
62452,Approved
57197,Phase 2
102712,Approved
175987,Approved
75575,Phase 2
35974,Phase 1
121555,Phase 2
29194,Investigative
30343,Phase 2
77283,Phase 2
137931,Phase 3
62306,Investigative
63963,Phase 2
23692,Discontinued in Phase 2
23470,Discontinued in Phase 2
147817,Phase 2
12196,Phase 2
69101,Phase 2
42197,Phase 1
81025,Phase 1
101946,Approved
130108,Phase 2
189681,Phase 2
14508,Phase 2
10544,Phase 1
74461,Phase 2
107796,Approved
164505,Phase 2
47294,Phase 2
21822,Approved
12725,Preclinical
96133,Patented
62023,Patented
12487,Phase 1
58132,Phase 2
107956,Phase 1
503,Phase 1
9021,Approved
183777,Phase 2
102503,Approved
105933,Approved
125181,Discontinued in Phase 3
158108,Phase 2
175884,Approved
182501,Phase 2
7222,Phase 1
18454,Phase 1
83791,Phase 1
29273,Phase 2
9909,Approved
148749,Phase 1
21799,Phase 2
111274,Phase 2
68839,Phase 2
1055,Phase 3
5785,Phase 2
7756,Phase 2
53520,Approved
130326,Phase 2
24457,Approved
138457,Phase 2
153447,Approved
36056,Phase 2
150397,Phase 2
171039,Phase 2
165190,Phase 1
165011,Phase 2
111702,Phase 2
83250,Approved
52546,Phase 2
124472,Phase 2
72477,Phase 2
51207,Approved
31690,Phase 1
45218,Phase 2
186885,Investigative
178888,Phase 2
562,Phase 2
66786,Patented
144582,Phase 2
104683,Phase 3
161160,Phase 2
73922,Investigative
103971,Phase 2
177450,Phase 2
100828,Terminated
42265,Phase 2
96539,Phase 2
176965,Phase 2
12636,Phase 1
1374,Phase 3
3447,Discontinued in Phase 2
22849,Phase 2
73396,Phase 2
65362,Phase 2
105560,Approved
128891,Phase 1
120834,Discontinued in Phase 2
135462,Phase 2
159529,Phase 2
157672,Phase 2
93749,Patented
52809,Phase 1/2
130251,Phase 1
14981,Phase 1
10066,Discontinued in Phase 2
66514,Phase 3
113336,Phase 2
180987,Phase 3
66313,Phase 1
134261,Phase 2
9271,Phase 3
176142,Phase 3
79647,Phase 2
92726,Phase 2
111515,Investigative
106044,Phase 2
174402,Investigative
7256,Phase 1
185354,Approved
63095,Approved
95386,Approved
9581,Phase 2
145830,Investigative
87483,Preclinical
179806,Terminated
116459,Phase 2
47857,Phase 2
40055,Phase 2
104819,Phase 1
171759,Phase 2
106037,Phase 2
52445,Phase 3
76643,Approved
107230,Phase 2
25599,Investigative
32246,Phase 2
39053,Phase 3
111752,Phase 2
45871,Phase 2
16708,Approved
139880,Approved
79715,Phase 2
134236,Phase 2
99126,Phase 2
135851,Phase 2
96827,Phase 2
9234,Approved
165713,Phase 2
87856,Discontinued in Phase 2
48861,Approved
34314,Phase 1
48767,Phase 2
189580,Phase 3
57999,Phase 1
126251,Approved
58480,Phase 2
100458,Investigative
35269,Phase 2
69845,Phase 1
17626,Terminated
126355,Phase 1
92142,Approved
76204,Phase 2
81792,Phase 2
150804,Phase 3
191570,Phase 2
166796,Patented
128991,Approved
60308,Phase 1
143154,Phase 2
184305,Phase 1/2
69151,Approved
159832,Approved
156430,Phase 2
72456,Phase 2
148167,Phase 2
132204,Approved
82714,Approved
42402,Approved
36993,Phase 1
110979,Phase 2
15083,Phase 2
72860,Phase 2
173640,Approved
52657,Approved
120546,Phase 2
188374,Phase 2
111927,Phase 1
116400,Approved
77091,Approved
111616,Phase 1
118580,Approved
90527,Phase 2
54424,Approved
56337,Approved
124819,Phase 2
121475,Phase 2
120108,Discontinued in Phase 2
14284,Phase 2
61054,Phase 2
6343,Phase 2
33725,Phase 1
126120,Approved
166416,Phase 2
97116,Phase 3
21787,Phase 1
45856,Phase 2
38791,Phase 2
96966,Phase 2
44794,Phase 2
11986,Approved
103133,Phase 2
144459,Phase 2
19769,Terminated
4982,Phase 1
151706,Approved
59549,Phase 2
31118,Approved
114325,Phase 2
151014,Approved
63530,Phase 2
125176,Approved
176492,Phase 1
191283,Approved
177195,Phase 2
110379,Phase 2
191195,Phase 1/2
170826,Phase 1
44492,Approved
87571,Phase 3
94374,Phase 1/2
44187,Approved
185624,Investigative
139190,Phase 2
118609,Approved
47644,Approved
7237,Investigative
131878,Investigative
48714,Phase 3
100602,Approved
31488,Approved
90422,Approved
28836,Investigative
80027,Phase 1
75187,Approved
54150,Phase 2
42283,Phase 2
4180,Phase 1
17065,Phase 1
172718,Phase 1
161280,Phase 2
71314,Phase 1
279,Phase 2
165520,Approved
55975,Phase 2
145424,Investigative
83206,Approved
100447,Phase 3
131332,Approved
7162,Phase 2
58568,Phase 1
104804,Investigative
136862,Phase 1
113081,Phase 1
74927,Discontinued in Phase 2
82060,Approved
124840,Phase 2
170006,Phase 1
146906,Investigative
4451,Phase 1
73470,Phase 3
130252,Approved
19948,Investigative
106207,Phase 2
108348,Phase 3
180106,Phase 2
135519,Phase 2
168320,Approved
120677,Terminated
102676,Phase 2
106076,Phase 2
96231,Phase 2
35669,Approved
124022,Approved
12031,Approved
2835,Discontinued in Phase 2
29770,Phase 1
146314,Phase 3
32859,Phase 2
28620,Investigative
139530,Approved
172179,Phase 2
2575,Approved
163131,Phase 2
153666,Phase 2
43274,Approved
152310,Phase 3
125011,Approved
47991,Phase 2
144442,Phase 2
141696,Approved
47307,Phase 2
189587,Phase 2
137405,Phase 3
3894,Terminated
124009,Phase 2
52320,Approved
59888,Phase 1
152846,Phase 2
146535,Phase 2
143374,Phase 3
145169,Phase 2
164156,Phase 1
58880,Phase 1
7981,Phase 3
110104,Investigative
54080,Phase 2
153548,Approved
186759,Phase 1
79462,Phase 2
10025,Approved
121653,Patented
104160,Phase 2
102216,Phase 2
61255,Phase 2
112420,Phase 1
40318,Phase 2
26226,Investigative
112823,Discontinued in Phase 3
189402,Phase 2
167877,Phase 2
175533,Approved
46557,Phase 3
6118,Phase 2
6224,Phase 1
116215,Phase 2
131654,Investigative
104310,Phase 2
87401,Approved
79166,Investigative
28761,Investigative
37973,Phase 2
129460,Approved
103466,Phase 2
120949,Approved
14640,Phase 2
93777,Approved
499,Phase 2
161533,Phase 3
98436,Phase 2
60192,Phase 1
58083,Phase 1
29135,Phase 2
36118,Phase 1
65909,Approved
35168,Phase 2
74266,Approved
172313,Phase 2
165951,Phase 1
15160,Phase 3
2819,Phase 1
112477,Discontinued in Phase 2
127911,Approved
151427,Approved
21747,Discontinued in Phase 1
3462,Phase 2
166925,Approved
165315,Investigative
99215,Phase 2
56494,Phase 2
160022,Phase 2
109224,Approved
139488,Phase 2
138165,Approved
72240,Phase 2
161356,Investigative
188319,Phase 2
112740,Discontinued in Phase 3
4031,Phase 1
45151,Phase 2
53907,Phase 2
16101,Phase 1
49130,Approved
52848,Phase 2
76210,Phase 2
29479,Phase 2
4207,Phase 1
189656,Phase 2
59862,Patented
154090,Phase 3
113633,Investigative
88857,Phase 2
73428,Phase 2
125582,Phase 1
6316,Phase 3
47260,Investigative
173042,Phase 2
29579,Phase 2
129120,Discontinued in Phase 2
185381,Phase 2
88281,Phase 3
33594,Phase 2
27727,Phase 2
59037,Investigative
147948,Phase 2
144101,Phase 1
45993,Phase 2
50415,Approved
72406,Approved
54693,Phase 2
151015,Approved
72450,Phase 2
51480,Approved
162174,Approved
52293,Patented
146637,Phase 3
108825,Phase 2
163668,Approved
116485,Approved
1344,Approved
117385,Approved
78858,Investigative
161668,Approved
72221,Phase 2
124125,Phase 1
5933,Phase 1
108424,Phase 2
73815,Phase 2
18865,Phase 2
124533,Phase 2
5928,Phase 2
26224,Phase 2
125661,Discontinued in Phase 3
177320,Phase 2
184187,Phase 2
36147,Approved
91103,Discontinued in Phase 2
38294,Phase 2
108270,Phase 2
156578,Investigative
140731,Phase 2
165490,Phase 3
72082,Phase 1
36298,Phase 2
124270,Phase 2
113110,Approved
102672,Approved
136935,Phase 3
58674,Phase 2
93322,Approved
38925,Phase 2
101089,Phase 3
65813,Approved
134648,Phase 2
147587,Phase 2
38078,Phase 2
16898,Approved
107218,Phase 1
163702,Phase 2
165807,Phase 2
160420,Phase 2
186311,Phase 2
163099,Phase 2
116183,Phase 3
66030,Phase 3
61170,Phase 2
93712,Phase 2
76755,Phase 2
88323,Phase 1/2
89147,Phase 2
122319,Phase 2
147280,Patented
74702,Approved
4132,Investigative
130047,Phase 2
52640,Discontinued in Phase 3
160471,Phase 1
48841,Phase 3
112201,Discontinued in Phase 2
3160,Phase 2
121522,Approved
93713,Phase 2
9827,Approved
37737,Approved
128679,Phase 2
120551,Approved
165749,Approved
147435,Phase 2
72351,Phase 2
65431,Discontinued in Phase 1
31091,Phase 3
71036,Phase 2
138185,Approved
67214,Approved
165492,Phase 2
7424,Phase 1
1024,Approved
82913,Approved
83370,Approved
130790,Phase 2
117711,Phase 3
40770,Phase 2
43681,Phase 2
60904,Phase 2
176669,Phase 2
102072,Phase 2
184806,Phase 2
62474,Phase 2
118500,Discontinued in Phase 2
91698,Phase 3
47386,Phase 2
134989,Phase 2
50970,Approved
165401,Phase 3
62041,Patented
76908,Phase 2
121815,Patented
118436,Approved
70909,Phase 1
94869,Investigative
121519,Phase 2
17116,Phase 2
71910,Phase 2
182422,Phase 2
22806,Phase 2
150293,Phase 3
5022,Phase 2
4195,Investigative
56596,Phase 2
43939,Approved
187781,Phase 2
171281,Phase 2
107086,Phase 2
95000,Phase 2
27380,Phase 1
91059,Phase 2
109356,Phase 2
191002,Phase 2
102535,Discontinued in Phase 1
35573,Phase 2
100395,Terminated
81326,Phase 1/2
88631,Investigative
177635,Phase 2
71382,Investigative
36574,Phase 2
85487,Investigative
42422,Phase 2
192030,Phase 2
51862,Phase 3
115140,Phase 2
64987,Phase 1
9327,Investigative
107197,Approved
15988,Phase 2
146646,Phase 2
86562,Patented
18018,Phase 1
22181,Phase 2
32447,Phase 3
19499,Phase 2
178961,Phase 2
78663,Phase 2
19526,Phase 2
109442,Investigative
123328,Approved
138527,Phase 1/2
112769,Discontinued in Phase 3
158144,Approved
188243,Phase 2
123979,Approved
155934,Terminated
70067,Investigative
13312,Phase 1
50327,Approved
95249,Phase 1
90655,Phase 1/2
15948,Phase 2
173365,Phase 1
132436,Approved
173326,Phase 2
27035,Phase 2
75004,Phase 1/2
127370,Phase 2
38838,Phase 2
143279,Phase 3
163208,Phase 2
9144,Phase 3
11642,Approved
57785,Phase 2
67766,Phase 3
170288,Phase 2
181155,Phase 1
12284,Phase 1
128693,Approved
180572,Phase 2
52592,Approved
146649,Investigative
127105,Approved
98248,Approved
62606,Approved
23067,Phase 2
26144,Phase 2
34245,Phase 2
48745,Phase 2
