ID,Prediction
14283,Phase 1/2
65358,Withdrawn from market
12198,Phase 1
30484,Approved
79399,Phase 1
97702,Phase 3
131450,Approved
121629,Investigative
63727,Approved
136249,Phase 3
41091,Preclinical
112115,Discontinued in Phase 3
119715,Phase 2
86514,Phase 1
99118,Approved
184627,Approved
116706,Phase 2
115082,Phase 3
57878,Phase 3
68983,Phase 2
4495,Investigative
164168,Phase 1
136353,Approved
81180,Approved
54930,Approved
90492,Phase 3
117315,Phase 2
142516,Phase 1
79662,Phase 1
35113,Phase 2
26012,Phase 2
21289,Phase 1/2
137699,Phase 2
78308,Phase 2
28000,Phase 1
162709,Phase 2
53605,Approved
108753,Approved
30251,Phase 3
65163,Approved
66364,Approved
125982,Phase 2
80124,Investigative
42826,Phase 2
144276,Discontinued in Phase 2
168195,Discontinued in Phase 2/3
15928,Investigative
84472,Phase 1/2
42679,Phase 3
47381,Discontinued in Phase 1
186966,Phase 3
131319,Approved
46423,Phase 1
58853,Patented
168699,Phase 3
19764,Phase 1
108111,Approved
114171,Patented
159635,Preclinical
126959,Discontinued in Phase 2
125248,Investigative
7039,Approved
138244,Phase 2
95749,Investigative
9573,Terminated
71351,Phase 2/3
83109,Phase 3
50390,Approved
188377,Phase 2
109668,IND submitted
96267,Phase 2
151954,Phase 1
188018,Phase 3
120603,Approved
42654,Phase 1
113441,Phase 1
34416,Phase 2
124713,Phase 3
108559,Approved
158788,Phase 1
189560,Phase 2
140332,Investigative
75657,Approved
97946,Phase 2
81719,Phase 2
142200,Phase 1
166154,Phase 2
163259,Phase 2
47558,Withdrawn from market
149262,Discontinued in Phase 1
139891,Phase 3
70911,Phase 3
58943,Phase 2
37730,Phase 2
95404,Approved
90746,Approved
57523,Phase 2
108374,Patented
141709,Approved
142242,Phase 2
94137,Phase 3
149350,Phase 3
147946,Phase 3
142369,Approved
90908,Discontinued in Phase 1
127573,Phase 2
117110,Phase 3
76000,Approved
66468,Approved
189409,Phase 3
26942,Discontinued in Phase 2
12858,Investigative
27753,Phase 2
92259,Phase 3
44484,Phase 2
119149,Approved
172239,Discontinued in Phase 3
186208,Phase 2
82195,Approved
156201,Phase 2
8210,Approved
22,Phase 2
34756,Investigative
26955,Terminated
171397,Approved
87861,Phase 3
95773,Phase 2
114872,Phase 3
10876,Phase 1
36336,Phase 2
148889,Approved
91939,Investigative
80835,Discontinued in Phase 2
33269,Discontinued in Phase 2
162326,Phase 2
172274,Approved
158906,Approved
10162,Approved
123848,Phase 2
124606,Phase 2
84186,Phase 1
79638,Phase 2
107892,Investigative
156766,Phase 1
26900,Terminated
140406,Phase 3
79362,Approved
98780,Phase 3
101130,Phase 1
19125,Phase 2
24815,Discontinued in Phase 2
51811,Phase 2
107695,Phase 1
34518,Phase 2
149172,Phase 3
37263,Phase 1
39661,Approved
129207,Approved
27350,Discontinued in Phase 1
48725,Approved
59969,Phase 2
149840,Phase 3
122833,Phase 3
73696,Approved
59972,Phase 2
123124,Approved
89742,Investigative
80499,Phase 1
54652,Approved
4094,Discontinued in Phase 2
35459,Approved
156842,Discontinued in Phase 2
153217,Patented
23524,Phase 2
175947,Preregistration
36195,Phase 1
190846,Approved
80401,Approved
145980,Phase 2/3
180735,Phase 2
86614,Phase 1
164962,Approved
52854,Approved
6394,Investigative
33435,Approved
107360,Phase 2
49722,Approved
153079,Patented
91824,Approved
82158,Approved
31890,Phase 2
137900,Approved
20199,Phase 2
159409,Phase 1
122862,Phase 1
186546,Phase 3
135022,Approved
161761,Approved
71816,Approved
148103,Approved
109967,Approved
57350,Phase 2
21216,Phase 2
176328,Phase 1
147486,Investigative
88238,Terminated
70643,Approved
12191,Approved
169040,Discontinued in Phase 2
99449,Discontinued in Phase 1
181019,Phase 2
32835,Phase 2
38052,Discontinued in Phase 1
145924,Investigative
153935,Phase 3
73841,Approved
5606,Discontinued in Phase 2
49141,Approved
187911,Phase 3
91450,Investigative
90154,Phase 3
23366,Phase 2
112578,Discontinued in Phase 3
2305,Phase 1
175433,Preregistration
166841,Phase 2
12171,Approved
55114,Approved
102090,Approved
53554,Approved
10903,Phase 1/2
130370,Discontinued in Phase 1
65973,Phase 3
124909,Phase 1
190572,Discontinued in Phase 2
104492,Phase 2
10309,Withdrawn from market
49072,Approved
183595,Phase 2
188731,Approved
170750,Phase 2
41808,Phase 2
162411,Investigative
113300,Phase 3
17994,Phase 2
13309,Approved
109554,Investigative
93939,Investigative
86266,Phase 2
87915,Phase 1/2
171116,Phase 1/2
107176,Investigative
8275,Approved
192046,Approved
16991,Phase 3
6778,Approved
107972,Phase 2
41269,Investigative
140694,Phase 3
92304,Phase 2
31163,Discontinued in Phase 1
152855,Phase 1
102615,Approved
27747,Terminated
154573,Phase 2
150225,Phase 3
104898,Phase 1/2
4229,Discontinued in Phase 2
142034,Approved
109948,Preclinical
108423,Patented
178840,Investigative
51435,Phase 2
73148,Approved
185380,Approved
168749,Phase 2
184025,Phase 3
147782,Phase 2
113430,Phase 3
110493,Phase 2
134651,Approved
91777,Phase 1
158657,Approved
184171,Approved
78482,Phase 3
109667,Discontinued in Phase 2
176925,Phase 2
147949,Phase 2
117677,Phase 3
136121,Phase 1/2
107601,Discontinued in Phase 1
124186,Phase 1/2
31915,Discontinued in Phase 3
107709,Investigative
178543,Phase 2
149897,Approved
150065,Patented
169489,Approved
58643,Phase 2
58006,Approved
30312,Phase 3
46771,Approved
53892,Approved
80707,Phase 2
12942,Phase 1
157675,Discontinued in Phase 1
123884,Phase 1
42084,Phase 1
55840,Approved
179222,Patented
144164,Phase 3
66211,Approved
191123,Approved
174633,Terminated
170188,Phase 1
121168,Phase 1/2
107362,Phase 3
62899,Phase 2
124128,Phase 2
138482,Phase 3
53023,Approved
177366,Approved
136583,Phase 1
54056,Approved
82351,Approved
96026,Phase 2
157911,Phase 3
178198,Phase 3
180515,Phase 2
123694,Phase 3
186444,Phase 1
187020,Phase 1
108296,Terminated
14291,Phase 1
40429,Phase 1/2
48872,Approved
27810,Phase 2
40439,Phase 2
1379,Phase 2
98216,Phase 2
140040,Phase 3
139364,Approved
137207,Phase 1/2
116330,Phase 3
81505,Investigative
176777,Investigative
80552,Phase 1
36832,Preclinical
156682,Investigative
146389,Phase 2
7766,Phase 2/3
172125,Approved
8665,Approved
112926,Discontinued in Phase 3
147144,Phase 3
83763,Phase 3
189326,Phase 2
185787,Approved
190707,Approved
57545,Phase 2
116221,Phase 2
85154,Phase 1
101981,Discontinued in Phase 2
34273,Phase 1
64540,Approved
120378,Phase 1
191400,Withdrawn from market
49277,Phase 2
10102,Phase 1
71603,Phase 2/3
124658,Phase 3
25402,Phase 2
59399,Phase 2
179144,Patented
138748,Approved
46381,Phase 2
166947,Terminated
23694,Phase 2
96390,Phase 4
35469,Approved
147430,Approved
66566,Phase 3
112362,Discontinued in Phase 3
121856,Phase 2
22926,Discontinued in Phase 1
146097,Phase 2/3
69085,Phase 1
108761,Phase 3
56960,Investigative
135696,Phase 2
89613,Preclinical
17001,Phase 2
57943,Phase 2
67362,Phase 2
119908,Phase 3
121048,Approved
148309,Phase 3
52708,Approved
121238,Investigative
129398,Phase 3
91623,Phase 3
102361,Approved
67484,Discontinued in Phase 2
112448,Discontinued in Phase 2
151810,Phase 1
170045,Investigative
5175,Investigative
60607,Approved
178242,Phase 2
81321,Approved
173877,Phase 3
83244,Phase 3
103352,Investigative
25163,Preclinical
72312,Investigative
10366,Approved
115627,Phase 3
171499,Patented
48046,Phase 2/3
816,Approved
53409,Approved
118054,Phase 3
164017,Phase 1
11050,Approved
106862,Approved
99310,Phase 1
122911,Phase 3
22149,Phase 2
125652,Phase 1
126922,Investigative
26938,Approved
65948,Investigative
57085,Phase 2
163463,Phase 2
182152,Phase 3
147560,Phase 2
122785,Phase 1
134247,Phase 2/3
70623,Phase 2
6080,Phase 2
44283,Phase 2
166962,Phase 3
21329,Phase 1
103630,Discontinued in Phase 2
42619,Phase 3
65369,Discontinued in Phase 2
118588,Preclinical
56681,Phase 2/3
168200,Discontinued in Phase 2
166100,Investigative
93947,Phase 2
9921,Approved
14656,Approved
147086,Phase 2
134242,Phase 2
43463,Phase 3
37068,Phase 1
29137,Investigative
99314,Phase 2
189540,Phase 3
175804,Terminated
86262,Phase 2
102191,Approved
166718,Phase 1
55533,Terminated
87734,Discontinued in Phase 2
5300,Discontinued in Phase 2
22459,Terminated
135997,Phase 1
18319,Phase 3
161229,Investigative
127867,Phase 1
131757,Approved
101395,Discontinued in Phase 3
134737,Approved
184184,Phase 3
6353,Discontinued in Phase 2
114623,Investigative
174488,Preregistration
171124,Approved
150185,Approved
76386,Approved
148518,Investigative
100822,Phase 2
122543,Phase 2
37919,Phase 2
7429,Investigative
159748,Phase 1
43619,Phase 2
99040,Phase 2
19003,Phase 1
53027,Approved
180151,Phase 3
29981,Investigative
15792,Phase 2
25562,Investigative
42845,Approved
121844,Approved
11990,Discontinued in Phase 2
45094,Phase 2
61435,Phase 1
134610,Phase 2/3
39412,Phase 2
65682,Discontinued in Phase 2
101801,Phase 3
184253,Phase 3
50233,Approved
182534,Phase 2
162526,Patented
67596,Approved
80383,Approved
52337,Approved
69886,Phase 1
148300,Phase 2
31033,Phase 3
80332,Approved
190275,Phase 2
49955,Investigative
92361,Terminated
81936,Approved
173490,Phase 2
3242,Phase 3
48784,Approved
37696,Phase 1
23372,Phase 1
150747,Investigative
142352,Approved
100097,Approved
184595,Phase 2
29038,Preclinical
49794,Approved
82705,Approved
35007,Investigative
192116,Phase 2
183554,Discontinued in Phase 2
25361,Approved
99157,Phase 1
136963,Phase 1
85904,Investigative
37687,Approved
86940,Terminated
168895,Discontinued in Phase 2
131311,Approved
189538,Approved
102925,Approved
70255,Phase 1
85144,Phase 1
7097,Phase 2
100803,Approved
56759,Approved
168681,Phase 3
32647,Phase 3
27371,Discontinued in Phase 2
8053,Phase 3
49303,Approved
172429,Phase 1/2
70691,Discontinued in Phase 1
64866,Approved
175258,Approved
69805,Phase 1/2
103999,Approved
607,Approved
171220,Phase 2
154802,Phase 2
73761,Approved
188380,Phase 2/3
122377,Phase 3
58294,Approved
180813,Approved
129445,Phase 2
55961,Investigative
178728,Patented
17357,Phase 1
49361,Phase 2
37553,Phase 2
80291,Phase 1
85771,Phase 1
11968,Phase 1
82805,Phase 2
43063,Phase 1
173143,Phase 1/2
152127,Withdrawn from market
87201,Phase 3
174360,Approved
71880,Investigative
155930,Phase 3
135035,Approved
170442,Phase 2
75066,Terminated
35876,Phase 3
12460,Phase 1/2
178963,Phase 1/2
108468,Approved
32585,Phase 2
34398,Phase 2
41127,Phase 2
121894,Phase 2
58519,Phase 1/2
99753,Phase 3
30494,Phase 3
54020,Phase 1
178299,Phase 2
127777,Phase 1b
153290,Phase 2
111272,Discontinued in Phase 1
116214,Approved
46215,Phase 3
64484,Approved
142235,Approved
140847,Investigative
47988,Approved
13363,Phase 1/2
166509,Phase 3
36691,Phase 1
41022,Approved
124218,Phase 3
183771,Terminated
166788,Phase 1
157899,Patented
99648,Phase 1
92725,Phase 2
127267,Phase 1
60893,Phase 2
128574,Phase 2
183847,Approved
101886,Phase 3
178675,Patented
97866,Phase 1/2
135420,Approved
36766,Phase 1
20452,Discontinued in Phase 2
181376,Approved
81143,Approved
131204,Investigative
95556,Investigative
160227,Phase 1/2
191707,Phase 1
93793,Phase 3
89150,Phase 2
145714,Approved
18723,Phase 2
12236,Approved
45788,Phase 2
18580,Phase 2
96458,Terminated
175489,Phase 3
102152,Approved
54329,Investigative
133208,Approved
151806,Withdrawn from market
58042,Approved
17832,Phase 3
138858,Approved
81884,Investigative
30138,Approved
106174,Phase 2
86115,Phase 2
64753,Approved
114012,Terminated
7733,Preclinical
150329,Phase 2
44500,Phase 2
134187,Phase 2
132801,Phase 3
67509,Approved
28962,Preclinical
74221,Phase 2
168114,Discontinued in Phase 2/3
174890,Discontinued in Phase 2
115792,Phase 1
171895,Approved
104231,Phase 2
154679,Phase 2
53156,Phase 2
163554,Phase 2
127022,Phase 3
78788,Phase 1/2
171290,Approved
18332,Investigative
138335,Withdrawn from market
71972,Phase 1/2
168346,Terminated
8426,Clinical trial
47147,Approved
164610,Approved
18509,Discontinued in Phase 3
110184,Phase 2
79238,Phase 1
154919,Phase 2
36535,Phase 2
126912,Phase 1b
154832,Phase 3
129595,Phase 1
90304,Approved
48697,Phase 2
94634,Phase 1/2
60245,Approved
58622,Approved
59178,Phase 2
59359,Approved
96324,Approved
130258,Approved
130863,Phase 2
4669,Terminated
150633,Phase 1
56821,Phase 1/2
167871,Investigative
154081,Phase 3
12178,Preclinical
90354,Phase 2
105905,Terminated
2343,Phase 1
166913,Approved
36241,Phase 1
159557,Phase 1
35869,Phase 2
137218,Phase 2
49454,Phase 2
166672,Phase 1
183739,Phase 2
152203,Phase 3
153032,Phase 1
111120,Approved
1030,Approved
150677,Phase 2/3
23734,Phase 1
108659,Phase 2
67907,Approved
13024,Approved
112899,Phase 1
176708,Phase 4
117142,Approved
160439,Approved
53829,Phase 1/2
158565,Phase 2
41563,Patented
137524,Phase 1
36006,Phase 2
29926,Approved
125782,Phase 2
171069,Investigative
25351,Phase 2
70471,Phase 1
149933,Phase 2
72416,Phase 1
101014,Phase 2
95884,Approved
109872,Terminated
192039,Approved
120946,Terminated
85199,Phase 1
149433,Approved
48964,Phase 1
62084,Approved
2425,Phase 2
4913,Discontinued in Phase 2
157061,Phase 2
134577,Approved
123855,Phase 3
126253,Phase 1
25622,Phase 1
83396,Discontinued in Phase 1
31079,Approved
98964,Phase 3
22426,Phase 2
116552,Phase 2
155163,Phase 2
45505,Phase 3
8706,Discontinued in Phase 3
167957,Terminated
45681,Phase 3
9282,Phase 2
106521,Investigative
31262,Approved
54996,Approved
185268,Approved
80231,Phase 2
56421,Approved
159250,Terminated
128233,Terminated
175199,Approved
79826,Discontinued in Phase 2
3897,Phase 1/2
103350,Discontinued in Phase 1
102523,Phase 2
48206,Phase 1
91408,Phase 3
1166,Investigative
22866,Terminated
115235,Phase 2
44312,Phase 3
65216,Phase 2
159225,Phase 2
171782,Discontinued in Phase 3
175573,Phase 3
98058,Phase 2
156840,Patented
190037,Approved
90223,Phase 2
44801,Phase 3
48188,Approved
115040,Phase 3
125956,Investigative
160685,Phase 1/2
111093,Discontinued in Phase 2
175686,Approved
35411,Phase 1
151635,Phase 1
176035,Terminated
79963,Phase 1
4322,Phase 2
123216,Phase 1
55756,Approved
145374,Investigative
134666,Approved
151367,Withdrawn from market
64246,Approved
186227,Phase 1
119989,Approved
186359,Terminated
103479,Investigative
103151,Approved
29610,Approved
70951,Phase 2
91366,Phase 3
151883,Phase 3
55476,Approved
23822,Phase 2
39302,Phase 2
14938,Phase 1
165300,Approved
26355,Phase 2
116272,Phase 1
104892,Phase 3
101510,Discontinued in Phase 2
177082,Phase 1
42337,Patented
46898,Terminated
29394,Phase 2
14281,Phase 3
86919,Phase 1
89497,Phase 2
184513,Withdrawn from market
122169,Phase 1/2
138523,Phase 3
172798,Investigative
78993,Phase 3
176764,Discontinued in Phase 1
61138,Phase 2
182896,Phase 1
7219,Approved
143454,Approved
130710,Phase 2
107366,Phase 2
146013,Approved
188388,Discontinued in Phase 2
52578,Approved
190060,Phase 3
89822,Phase 4
42415,Phase 2
79228,Phase 1/2
13758,Terminated
148163,Phase 3
158275,Phase 2
106261,Investigative
181423,Phase 3
5671,Approved
4904,Discontinued in Phase 2
5366,Phase 2
10029,Discontinued in Preregistration
117756,Phase 1
50382,Phase 1
40371,Phase 1
118386,Preclinical
92495,Phase 2
110644,Phase 2
110040,Investigative
6926,Phase 2
72222,Investigative
119969,Phase 1/2
66667,Patented
28825,Investigative
41356,Phase 3
189611,Phase 2
94916,Phase 2
27112,Phase 3
11445,Discontinued in Phase 2
119018,Discontinued in Phase 2
186857,Phase 1
68984,Phase 2
10181,Approved
127558,Investigative
70621,Approved
21213,Phase 1
88761,Phase 1/2
2642,Investigative
57323,Phase 2
109300,Phase 3
46284,Phase 2
67027,Patented
129478,Investigative
149558,Patented
92455,Phase 2
100576,Approved
56076,Investigative
109257,Phase 2
166904,Investigative
184615,Approved
52464,Approved
29763,Approved
28190,Phase 3
9069,Phase 1
147854,Phase 2
129880,Approved
13775,Phase 2
70431,Phase 1
182551,Phase 3
5897,Phase 2
1652,Phase 2
158082,Phase 1
114725,Discontinued in Phase 1
165356,Phase 3
36623,Phase 2
7499,Phase 2
101786,Phase 1
155325,Phase 2
37066,Phase 1
141865,Approved
108409,Patented
119683,Phase 2
608,Approved
187070,Phase 3
49528,Approved
72594,Discontinued in Phase 2
174478,Discontinued in Phase 2
83102,Approved
91585,Phase 3
27028,Approved
29971,Approved
23175,Withdrawn from market
16700,Phase 3
167998,Discontinued in Phase 2
31311,Phase 3
189886,Phase 3
124589,Phase 2
110314,Phase 3
164831,Phase 2
68040,Approved
171413,Investigative
30804,Discontinued in Phase 1
57997,Phase 1/2
19813,Phase 2
156475,Phase 1
116915,Phase 2
72080,Phase 1/2
157993,Phase 2
131114,Approved
105914,Investigative
172882,Investigative
187572,Preclinical
124761,Approved
165213,Phase 3
143513,Approved
46758,Approved
80773,Approved
137441,Phase 2
185218,Approved
175847,Terminated
143623,Phase 1/2
135269,Approved
27138,Approved
152982,Phase 1
1219,Phase 2
144510,Discontinued in Phase 2
80667,Approved
86178,Phase 2
52743,Investigative
157311,Discontinued in Phase 1
186710,Phase 3
18234,Phase 2
81735,Investigative
8740,Phase 2/3
4569,Phase 3
50024,Phase 2
55004,Approved
16931,Phase 1/2
16320,Phase 3
95427,Discontinued in Phase 2
49633,Phase 2
1894,Phase 3
163794,Phase 1/2
34859,Investigative
127239,Phase 2
152791,Phase 3
99019,Approved
94299,Approved
174540,Discontinued in Phase 3
149639,Approved
146101,Approved
21142,Investigative
12336,Phase 2
36267,Discontinued in Phase 1
61467,Phase 1
110400,Phase 1
78918,Phase 2
113927,Phase 2
12390,Phase 1
189363,Phase 1
42386,Phase 1
109637,Phase 3
145875,Phase 1
25608,Patented
166930,Discontinued in Phase 2
13870,Approved
32766,Phase 2
185184,Phase 1/2
44638,Phase 2
121524,Discontinued in Phase 2
151541,Approved
91736,Approved
186873,Phase 1
5385,Phase 2
63482,Discontinued in Phase 2
87199,Phase 2
10567,Discontinued in Phase 3
156112,Phase 1
35358,Phase 2
139697,Phase 2
83786,Phase 2
166165,Patented
121010,Approved
168692,Phase 2
46869,Phase 1
158069,Phase 1
16272,Phase 2
18459,Application submitted
128171,Approved
179464,Investigative
97300,Phase 2
45412,Phase 2
178436,Phase 2
190020,Phase 2
133364,Approved
61474,Phase 2
144177,Investigative
39545,Phase 1
137113,Investigative
156493,Approved
22785,Phase 3
184094,Approved
145983,Investigative
115958,Phase 3
4131,Investigative
7861,Investigative
174359,Phase 2/3
53353,Phase 1/2
138680,Phase 3
48409,Phase 2
165109,Phase 2/3
16245,Phase 2
71175,Phase 2
95154,Approved
70970,Phase 3
35852,Phase 2
85799,Investigative
148025,Approved
123487,Approved
110686,Discontinued in Phase 2
69417,Investigative
37073,Phase 2
157956,Investigative
190420,Phase 2
77303,Approved
25370,Discontinued in Phase 2
124346,Phase 1
67301,Approved
54214,Phase 2
27613,Phase 2
94398,Phase 1
139195,Approved
6302,Phase 2
79088,Phase 2
143294,Phase 2
82549,Approved
94037,Phase 1/2
76781,Approved
135557,Approved
137908,Phase 2
83482,Approved
184413,Phase 3
130089,Preclinical
24370,Approved
133074,Approved
10710,Discontinued in Phase 3
62709,Terminated
122679,Phase 3
176975,Phase 2a
74120,Phase 3
167124,Investigative
137031,Phase 1
36151,Phase 1
144620,Patented
82583,Approved
117231,Phase 3
32747,Phase 1
12123,Discontinued in Phase 1
52017,Investigative
181409,Phase 2
21278,Phase 1
41436,Phase 2
189333,Phase 3
141033,Phase 3
12159,Approved
19150,Phase 2
92842,Investigative
60222,Approved
156331,Approved
70861,Phase 1/2
73404,Approved
82284,Phase 3
147368,Investigative
111221,Phase 2
31259,Phase 3
185249,Phase 2
240,Phase 2
114170,Discontinued in Phase 2
132282,Investigative
132059,Withdrawn from market
90535,Phase 3
28583,Phase 2
78066,Phase 2
107021,Phase 2
124796,Phase 3
163156,Phase 2
176826,Phase 2a
108685,Terminated
89273,Phase 2/3
132835,Phase 3
6626,Phase 2
189923,Phase 2
64199,Approved
27113,Approved
128534,Phase 3
96469,Discontinued in Phase 3
110527,Phase 2
161499,Phase 2
19449,Patented
167926,Phase 2
135304,Approved
40783,Investigative
134004,Phase 2
131391,Phase 1/2
141065,Approved
129058,Phase 3
71947,Phase 2
20431,Phase 1
54450,Approved
896,Approved
140550,Approved
155475,Phase 3
128406,Patented
144413,Discontinued in Phase 2
130726,Phase 3
